rw_x,rw_y,re_x,re_y,rs_x,rs_y,label
0.60023444886075,0.40835383532499353,0.7333354734239299,0.47752114884974867,0.7837169293577371,0.33623523696186847,0
1.0576164332923395,0.21437699351709294,0.922980715833642,0.2805073464904577,0.7837169293577371,0.33623523696186847,1
-0.006524418899646306,0.6323268797843022,0.06493402436539192,0.5004417370041645,0.21480640484313762,0.5066279773756526,0
-0.04371145140155529,0.6572704438619381,0.08005889823780221,0.5725302494430486,0.21480640484313762,0.5066279773756526,1
0.3776085846777101,0.3453281539842333,0.5187852298923483,0.39601498507417376,0.5094551119417109,0.24630543661774698,0
0.22828519805214084,0.14228017586541172,0.36695209556786434,0.19947712974727358,0.5094551119417109,0.24630543661774698,1
0.7689603174017807,0.5838453348868455,0.742660658463874,0.4361689050148115,0.6036373527645157,0.3798437732136095,0
0.47278201867206027,0.6497081658239728,0.5350255198256523,0.5132319900124314,0.6036373527645157,0.3798437732136095,1
0.3474824535174181,0.3448470372743577,0.41307111125421836,0.2099466000019572,0.5442655765599544,0.28266532024057256,0
0.8111567322428632,0.14819155484908464,0.6718188724262494,0.20373397847036429,0.5442655765599544,0.28266532024057256,1
0.008958690577079778,0.2064257048188339,0.13073270139356463,0.2940104654205883,0.27093484848437765,0.24068731893497644,0
0.5552397072881994,0.1454472650526256,0.41149842999203534,0.1883243591853589,0.27093484848437765,0.24068731893497644,1
0.2655436534986559,0.598330012187279,0.24667281964044893,0.44952177441296776,0.24119595023820337,0.29962179475469447,0
0.49241891392990333,0.1364244389513003,0.3624694439748942,0.21134529891975096,0.24119595023820337,0.29962179475469447,1
0.5669287840133003,0.682074498799192,0.5416155182194506,0.5342257971652247,0.39204787806811836,0.5456065273510065,0
0.6410585308370802,0.38211689644466074,0.5263127443318586,0.4787264429672384,0.39204787806811836,0.5456065273510065,1
0.4832912373568061,0.5160712045947388,0.41991621191450595,0.38011677785479103,0.37804872906303,0.23607819316415557,0
0.18534444896081823,0.465501054962875,0.2758875465682711,0.3459103050043299,0.37804872906303,0.23607819316415557,1
0.27353319637626683,0.5369501413450859,0.2532592652893803,0.38832656408264693,0.20946104704143997,0.24486327233766506,0
0.5077186983655746,0.24129961963956265,0.3583981857223354,0.22703832573051566,0.20946104704143997,0.24486327233766506,1
0.625836475968697,0.5858741543932596,0.6798407992480778,0.44593297722536485,0.709719956656462,0.298938977509169,0
0.9830175476057311,0.17712954435775746,0.8419517464316807,0.22812405130824454,0.709719956656462,0.298938977509169,1
0.026905571998622146,0.7147441868083082,0.09106673304615093,0.579158990665687,0.2399425293857939,0.5974892188213086,0
-0.05356793131484036,0.652973556371201,0.09060498113799509,0.6115710043379381,0.2399425293857939,0.5974892188213086,1
0.36878850787383477,0.3972544778612085,0.2274790826872544,0.34693900952950907,0.33642548244651627,0.24383381092393386,0
0.04644212374829637,0.168276740311191,0.1932201667809793,0.19919932240738525,0.33642548244651627,0.24383381092393386,1
0.9478747365415439,0.3351778126287874,0.8863447280599129,0.1983784776294884,0.7592763956726434,0.2780881941282841,0
1.0377128259178046,0.16648069496600554,0.8992598352147444,0.22419351299959625,0.7592763956726434,0.2780881941282841,1
0.6368948439196528,0.7446737448828632,0.6538305523843851,0.5956328720365276,0.6458668219490211,0.44584442455958484,0
0.9233197169505231,0.5551286793413627,0.778580198906059,0.5157526470849728,0.6458668219490211,0.44584442455958484,1
0.553019918350079,0.6838784093963449,0.6094249445266111,0.5448874995424098,0.6560574270056722,0.4023202817893791,0
0.6079400882581759,0.10732122220423845,0.6446791085531381,0.2527524581467496,0.6560574270056722,0.4023202817893791,1
0.39124548285332655,0.5443137286252643,0.42104881709742903,0.39730433685747857,0.4617658618717033,0.2529363270185612,0
0.6939005055804776,0.06668017884770289,0.589633440262303,0.174515141127733,0.4617658618717033,0.2529363270185612,1
0.6689612363514794,0.23361547053857679,0.5258523898260666,0.278558301403642,0.5396644381277496,0.42792103879725024,0
0.754078963510502,0.6373425558605504,0.6423294367547132,0.5372823576303987,0.5396644381277496,0.42792103879725024,1
0.4140684163043393,0.560442622491625,0.38708724468740774,0.41288918682109343,0.49006025238951323,0.3038178354735369,0
0.1977691843693371,0.24745258952985696,0.347443065818531,0.25733839814284576,0.49006025238951323,0.3038178354735369,1
0.37355908391753706,0.4810570347323558,0.4812683062175829,0.5854539859882201,0.5803921049985008,0.47287302616267907,0
0.7053847154841738,0.202345220451437,0.6585563387325275,0.3448482138614207,0.5803921049985008,0.47287302616267907,1
0.6665986297461077,0.31140884735667085,0.6303496476190157,0.4569629998043072,0.772818704228388,0.5038945234194153,0
0.5201522202620708,0.34586870658462743,0.6556218766263284,0.41027345955014966,0.772818704228388,0.5038945234194153,1
0.21852881843929164,0.1308337604351409,0.3313196087545549,0.2297187320944295,0.20046790681767757,0.30305243580713326,0
0.2792044850129527,0.013722601270482332,0.2443824966514021,0.15962472300470537,0.20046790681767757,0.30305243580713326,1
0.8767934590671448,0.826155628180541,0.8355967414489649,0.6819237646500161,0.7962483811865448,0.5371767213480585,0
0.9988042789185014,0.3172981981554152,0.9067165301419271,0.4357036309921839,0.7962483811865448,0.5371767213480585,1
0.2903707593541316,0.7291581476924791,0.28572030310747043,0.5792302541679655,0.2672894335044886,0.43036688377189436,0
0.4980920955317381,0.24037228996780416,0.3747008349030361,0.32566353688364963,0.2672894335044886,0.43036688377189436,1
0.7352230693752618,0.5839852845798973,0.6965965241913346,0.43904395159598264,0.6469824605414325,0.2974867381162611,0
0.8751147426045767,0.10322399441168299,0.7562662482059307,0.19473921379717657,0.6469824605414325,0.2974867381162611,1
0.7819860670814117,0.6921940962535965,0.7441844555022961,0.5470354307801855,0.7019105557824785,0.40311560100513744,0
0.9880625441869838,0.49261593487751165,0.8465285126349988,0.44293577875213586,0.7019105557824785,0.40311560100513744,1
0.31372681499012445,0.5371481686868524,0.29282836373549015,0.38861112032800804,0.293318008748248,0.2386119195042654,0
0.5715567579169579,0.13291555269053384,0.42576657967324444,0.16820328324473982,0.293318008748248,0.2386119195042654,1
0.6763858182811316,0.8850296450631085,0.716681509737418,0.7405434614673758,0.7667378714069097,0.5991420447261953,0
1.0286489330899298,0.45316699278524614,0.9000519273709402,0.5303862269183954,0.7667378714069097,0.5991420447261953,1
0.4817379625620451,0.6190497842845619,0.5168248581438943,0.4732111413999395,0.6347774855500103,0.5658781672936951,0
0.4402268764721552,0.7940609876699151,0.5409614276934274,0.6829189605593351,0.6347774855500103,0.5658781672936951,1
0.25802178368361045,0.629812751242184,0.2806036038674512,0.4815222883081684,0.309721542685014,0.334375607615002,0
0.6063162857040183,0.3630176255273744,0.4596915493582361,0.33137609124836276,0.309721542685014,0.334375607615002,1
0.11748014791957234,0.36444044449454294,0.2605496989734364,0.3193726781726384,0.3178915841554318,0.45797970614660105,0
0.3784201104065926,0.164167275819325,0.3497467309332821,0.3114012301558826,0.3178915841554318,0.45797970614660105,1
0.4647165236939578,0.45676601691923374,0.3518388046697144,0.5555517474064047,0.31183515595416383,0.41098443405569307,0
0.6114977698187639,0.42222026623492087,0.46182986419729954,0.4122443939981468,0.31183515595416383,0.41098443405569307,1
0.6067339135178249,0.5649376970261644,0.6082103765437801,0.4149449636790685,0.617002083512806,0.26520283237137415,0
0.8181863578126569,0.043532995237006544,0.7248813351750405,0.16098159144229923,0.617002083512806,0.26520283237137415,1
0.29199643673698694,0.7454877775683973,0.35704753482109164,0.6103273002162801,0.3994693134398323,0.4664509898006229,0
0.12503092256376028,0.34545797650635945,0.2635920276226126,0.4029107411471467,0.3994693134398323,0.4664509898006229,1
0.7506067855784512,0.8335864331003363,0.7796062730227089,0.6864163623387499,0.7871744134469165,0.5366074064965858,0
0.5129951216491153,0.6583677733391183,0.6500118761685623,0.5973234535300026,0.7871744134469165,0.5366074064965858,1
0.31435255663435707,0.6447660165791774,0.3139618943642286,0.4947665253034044,0.3269989265989983,0.3453341466483433,0
0.03710300069099509,0.2684253559310136,0.18291476646288177,0.303623778658239,0.3269989265989983,0.3453341466483433,1
0.4142349370105609,0.5452812907935913,0.4471911654660965,0.3989464452987929,0.4546415095094481,0.2491315849756738,0
0.16085431270538117,0.18942699997794518,0.3088587383899483,0.2138132661493262,0.4546415095094481,0.2491315849756738,1
0.30475048036540164,0.6047143708228433,0.3222463826981795,0.45573822037733774,0.4351388659639718,0.5545070779291127,0
0.6555137257626684,0.7556980802913802,0.5348969284535601,0.6665264020135018,0.4351388659639718,0.5545070779291127,1
0.6920282067831625,0.676678495867685,0.6952155327316111,0.5267123631800067,0.7069924626669126,0.37717539811350886,0
0.46397982912960134,0.5511675929180986,0.5930292924832329,0.47470691015800476,0.7069924626669126,0.37717539811350886,1
0.37716395252608814,0.4626355961448368,0.3945895373221139,0.3136512043632931,0.5410435451934554,0.28122862614346267,0
0.2930452542969419,0.4478106814449703,0.4094231668577615,0.35317357736847066,0.5410435451934554,0.28122862614346267,1
0.310090558115406,0.8460673118014439,0.31571901741360764,0.6961729475113596,0.3462668629414467,0.5493164558822617,0
0.4455340019753294,0.26752804126906937,0.3830602233944976,0.40389895821925054,0.3462668629414467,0.5493164558822617,1
0.021550363341084025,0.34730147819635043,0.10843177129743461,0.4695782991867662,0.2046675278001534,0.35451883990440464,0
0.47496118899235806,0.225433131065908,0.3434084625233959,0.29750171061748804,0.2046675278001534,0.35451883990440464,1
0.845595945650202,0.049881414619049214,0.8105759140428951,0.19573612789984526,0.663201869600704,0.22368055533629674,0
0.8935272706272721,0.413450643055324,0.7686294469919908,0.3303811922856808,0.663201869600704,0.22368055533629674,1
0.5495965984103849,0.14895232485764723,0.40021285957202746,0.1353692997647815,0.44038651706567195,0.279889461830783,0
0.25844533156929544,0.042783848682086636,0.3597472244415667,0.15340901083109718,0.44038651706567195,0.279889461830783,1
0.287660520836613,0.8286638105293713,0.2641774931541276,0.6805133889610759,0.21962453380378352,0.5372826875974137,0
-0.03800812069229757,0.6874257022990976,0.08252509457762044,0.5981410786694065,0.21962453380378352,0.5372826875974137,1
0.641603161395966,0.5602911821699881,0.6271496446476621,0.410989153203177,0.5971484457727281,0.26402001336060105,0
0.8788728136788381,0.16108838043011792,0.736974555728799,0.20971845744778447,0.5971484457727281,0.26402001336060105,1
0.32046402249503897,0.8379381788343806,0.30545034608396326,0.6886914384323755,0.28916996043343046,0.5395775589876037,0
0.025164878609101327,0.6797255213873952,0.15114513636315816,0.5983070059488206,0.28916996043343046,0.5395775589876037,1
0.6329321724784788,0.45878625646843324,0.5683119225061535,0.5941532513139797,0.4183293615738465,0.5964404802458587,0
0.7099201554698397,0.6651124470579939,0.5622802587716133,0.6386084680560209,0.4183293615738465,0.5964404802458587,1
0.34143983599909145,0.09082445246459336,0.48332530076873054,0.13949184285182792,0.5355229835360822,0.28011688298948945,0
0.4958679645147596,-0.01718821614010993,0.5126743816209663,0.13186729145371298,0.5355229835360822,0.28011688298948945,1
0.21036791527709453,0.6286923984423993,0.27864040863412887,0.49513017829458317,0.32589767274163406,0.3527688387775868,0
0.5511323379322509,0.15477311712026703,0.4412179224443801,0.2568457445380018,0.32589767274163406,0.3527688387775868,1
0.7631410927445559,0.6321804804444071,0.658222499561416,0.5249793199820745,0.7992667019767357,0.473925104044247,0
0.7078060671257295,0.189544748231002,0.7403904317995156,0.3359628454007362,0.7992667019767357,0.473925104044247,1
0.784194941606698,0.06610133720925225,0.9108389079611563,0.14648358516245913,0.7953067277755064,0.24215131922964878,0
0.6839852119460822,0.5203057720646321,0.7324902920413299,0.37836473781113095,0.7953067277755064,0.24215131922964878,1
0.18935575736945248,0.8476619052421385,0.20886728817253897,0.6989363184531794,0.21036957763077221,0.5489438415538905,0
0.4653875025686298,0.7035113631679464,0.34637478893351015,0.6122098079062478,0.21036957763077221,0.5489438415538905,1
0.23369615499051552,0.7994576728804887,0.2514864767896211,0.6505163943500415,0.2687173084742102,0.5015093527732846,0
0.5419123309913004,0.3775574849990345,0.4051818722347086,0.43924039712396534,0.2687173084742102,0.5015093527732846,1
0.4675600667803847,0.20786728605639476,0.6036161451190835,0.14471078562220457,0.7115163056520553,0.2489103794647859,0
0.6123409313998622,-0.03173254406649395,0.6442654616792097,0.11483083596563762,0.7115163056520553,0.2489103794647859,1
0.4469667592880553,0.8301077829197043,0.42839330404042525,0.6812621354853091,0.4249811196045111,0.5313009505160802,0
0.7205762738723794,0.49345643999262284,0.5705871269530656,0.49526082532189253,0.4249811196045111,0.5313009505160802,1
0.6979679566330644,0.6272545151462052,0.6648364022860859,0.4809592653718082,0.6324995556629629,0.3344863042135363,0
0.8965014064459944,0.19638592928880716,0.7563680849820786,0.24988968818003673,0.6324995556629629,0.3344863042135363,1
0.3137242666604223,0.7501107811548154,0.3404268621726233,0.6025066775773343,0.3735252011195541,0.45620390945945466,0
0.6734724453873363,0.4614637338022222,0.5234813232336768,0.45983177942602493,0.3735252011195541,0.45620390945945466,1
0.36431347354970245,0.6171527285895937,0.5117809963554486,0.6445995811876011,0.6241649772838873,0.5452525086052833,0
0.3243181757741209,0.5502062036082076,0.47417379202199256,0.5436263647826272,0.6241649772838873,0.5452525086052833,1
0.26752650415751755,0.13819124989688014,0.2881303966699573,0.28676944349653266,0.4250234891870745,0.3480905754259091,0
0.715177190189584,0.27225119017794974,0.5710733362168151,0.3138934676156077,0.4250234891870745,0.3480905754259091,1
0.8334483318113761,0.5811328019451925,0.7896370156094733,0.43767350955652606,0.7653167719435614,0.28965822065693075,0
0.9508186753128447,0.05661802263045601,0.8720707009025765,0.1842846060666855,0.7653167719435614,0.28965822065693075,1
0.6846199276731652,0.5714254100898567,0.6424872041441902,0.4274641875053323,0.6035883358720444,0.2825957021569093,0
0.7574900952549306,0.5394746877959642,0.6883004618677271,0.4063852643553903,0.6035883358720444,0.2825957021569093,1
0.36572986876718155,0.3125372928963739,0.43970386134507605,0.1820464946687379,0.5427827663531491,0.2910177722713091,0
0.2742923246055903,0.15735519013626065,0.4070067086492921,0.22726150078058532,0.5427827663531491,0.2910177722713091,1
0.5332975972033345,0.7272001579502628,0.565146354676569,0.5806202935506425,0.6140045564639318,0.4388004214659965,0
0.8878142670727612,0.5565152100296387,0.757668537947413,0.4819357947032133,0.6140045564639318,0.4388004214659965,1
0.14671685346927102,0.6657595162188489,0.18552591324047996,0.520866946086096,0.2137953346759014,0.3735548969804423,0
0.21264680639783834,0.07487006834363541,0.19920284666218852,0.22426638672741028,0.2137953346759014,0.3735548969804423,1
0.46843422962920783,0.23429860394240948,0.4426975354099114,0.3820741857232383,0.2932367019220378,0.39478084748430375,0
0.500075030306508,0.17769871756040956,0.3931601714735243,0.28290904481359874,0.2932367019220378,0.39478084748430375,1
0.6552370503927564,0.8000542970035175,0.6952919557494288,0.6555011768128138,0.7426449540151228,0.5131716522746873,0
1.0355424329441567,0.4519103621336429,0.8869027396742616,0.47206579774370877,0.7426449540151228,0.5131716522746873,1
0.5049355295167491,0.37849276969276463,0.5577351586982457,0.518892909145318,0.4103850956202562,0.5469635149619458,0
0.24421838403784743,0.29884198188876904,0.3392295714579964,0.41491469300130107,0.4103850956202562,0.5469635149619458,1
0.7472090021703203,0.8323023704113814,0.7489814989116981,0.6823128432593106,0.7574407623717283,0.532551563678393,0
0.6119379183774694,0.7946811831704176,0.6799609608512416,0.6609917456945594,0.7574407623717283,0.532551563678393,1
